period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit,seasonal_adjustment
2020-04-15,2020-04-15,day,K02000001,United Kingdom,20.27,Social UK spending on credit and debit cards,number,NSA
2020-04-16,2020-04-16,day,K02000001,United Kingdom,20.19,Social UK spending on credit and debit cards,number,NSA
2020-04-17,2020-04-17,day,K02000001,United Kingdom,19.95,Social UK spending on credit and debit cards,number,NSA
2020-04-20,2020-04-20,day,K02000001,United Kingdom,21.41,Social UK spending on credit and debit cards,number,NSA
2020-04-21,2020-04-21,day,K02000001,United Kingdom,20.48,Social UK spending on credit and debit cards,number,NSA
2020-04-22,2020-04-22,day,K02000001,United Kingdom,20.63,Social UK spending on credit and debit cards,number,NSA
2020-04-23,2020-04-23,day,K02000001,United Kingdom,21.20,Social UK spending on credit and debit cards,number,NSA
2020-04-24,2020-04-24,day,K02000001,United Kingdom,21.42,Social UK spending on credit and debit cards,number,NSA
2020-04-27,2020-04-27,day,K02000001,United Kingdom,22.60,Social UK spending on credit and debit cards,number,NSA
2020-04-28,2020-04-28,day,K02000001,United Kingdom,22.86,Social UK spending on credit and debit cards,number,NSA
2020-04-29,2020-04-29,day,K02000001,United Kingdom,23.31,Social UK spending on credit and debit cards,number,NSA
2020-04-30,2020-04-30,day,K02000001,United Kingdom,23.39,Social UK spending on credit and debit cards,number,NSA
2020-05-01,2020-05-01,day,K02000001,United Kingdom,24.02,Social UK spending on credit and debit cards,number,NSA
2020-05-04,2020-05-04,day,K02000001,United Kingdom,24.97,Social UK spending on credit and debit cards,number,NSA
2020-05-05,2020-05-05,day,K02000001,United Kingdom,25.28,Social UK spending on credit and debit cards,number,NSA
2020-05-06,2020-05-06,day,K02000001,United Kingdom,25.21,Social UK spending on credit and debit cards,number,NSA
2020-05-07,2020-05-07,day,K02000001,United Kingdom,25.32,Social UK spending on credit and debit cards,number,NSA
2020-05-11,2020-05-11,day,K02000001,United Kingdom,26.49,Social UK spending on credit and debit cards,number,NSA
2020-05-12,2020-05-12,day,K02000001,United Kingdom,26.71,Social UK spending on credit and debit cards,number,NSA
2020-05-13,2020-05-13,day,K02000001,United Kingdom,27.11,Social UK spending on credit and debit cards,number,NSA
2020-05-14,2020-05-14,day,K02000001,United Kingdom,27.35,Social UK spending on credit and debit cards,number,NSA
2020-05-15,2020-05-15,day,K02000001,United Kingdom,27.13,Social UK spending on credit and debit cards,number,NSA
2020-05-18,2020-05-18,day,K02000001,United Kingdom,29.57,Social UK spending on credit and debit cards,number,NSA
2020-05-19,2020-05-19,day,K02000001,United Kingdom,29.82,Social UK spending on credit and debit cards,number,NSA
2020-05-20,2020-05-20,day,K02000001,United Kingdom,29.82,Social UK spending on credit and debit cards,number,NSA
2020-05-21,2020-05-21,day,K02000001,United Kingdom,30.14,Social UK spending on credit and debit cards,number,NSA
2020-05-22,2020-05-22,day,K02000001,United Kingdom,30.77,Social UK spending on credit and debit cards,number,NSA
2020-05-26,2020-05-26,day,K02000001,United Kingdom,33.36,Social UK spending on credit and debit cards,number,NSA
2020-05-27,2020-05-27,day,K02000001,United Kingdom,34.65,Social UK spending on credit and debit cards,number,NSA
2020-05-28,2020-05-28,day,K02000001,United Kingdom,35.09,Social UK spending on credit and debit cards,number,NSA
2020-05-29,2020-05-29,day,K02000001,United Kingdom,35.36,Social UK spending on credit and debit cards,number,NSA
2020-06-01,2020-06-01,day,K02000001,United Kingdom,38.09,Social UK spending on credit and debit cards,number,NSA
2020-06-02,2020-06-02,day,K02000001,United Kingdom,36.63,Social UK spending on credit and debit cards,number,NSA
2020-06-03,2020-06-03,day,K02000001,United Kingdom,36.66,Social UK spending on credit and debit cards,number,NSA
2020-06-04,2020-06-04,day,K02000001,United Kingdom,37.56,Social UK spending on credit and debit cards,number,NSA
2020-06-05,2020-06-05,day,K02000001,United Kingdom,38.20,Social UK spending on credit and debit cards,number,NSA
2020-06-08,2020-06-08,day,K02000001,United Kingdom,40.49,Social UK spending on credit and debit cards,number,NSA
2020-06-09,2020-06-09,day,K02000001,United Kingdom,40.51,Social UK spending on credit and debit cards,number,NSA
2020-06-10,2020-06-10,day,K02000001,United Kingdom,40.56,Social UK spending on credit and debit cards,number,NSA
2020-06-11,2020-06-11,day,K02000001,United Kingdom,40.85,Social UK spending on credit and debit cards,number,NSA
2020-06-12,2020-06-12,day,K02000001,United Kingdom,40.74,Social UK spending on credit and debit cards,number,NSA
2020-06-15,2020-06-15,day,K02000001,United Kingdom,41.05,Social UK spending on credit and debit cards,number,NSA
2020-06-16,2020-06-16,day,K02000001,United Kingdom,41.76,Social UK spending on credit and debit cards,number,NSA
2020-06-17,2020-06-17,day,K02000001,United Kingdom,42.43,Social UK spending on credit and debit cards,number,NSA
2020-06-18,2020-06-18,day,K02000001,United Kingdom,42.85,Social UK spending on credit and debit cards,number,NSA
2020-06-19,2020-06-19,day,K02000001,United Kingdom,43.39,Social UK spending on credit and debit cards,number,NSA
2020-06-22,2020-06-22,day,K02000001,United Kingdom,44.32,Social UK spending on credit and debit cards,number,NSA
2020-06-23,2020-06-23,day,K02000001,United Kingdom,44.35,Social UK spending on credit and debit cards,number,NSA
2020-06-24,2020-06-24,day,K02000001,United Kingdom,44.14,Social UK spending on credit and debit cards,number,NSA
2020-06-25,2020-06-25,day,K02000001,United Kingdom,41.16,Social UK spending on credit and debit cards,number,NSA
2020-06-26,2020-06-26,day,K02000001,United Kingdom,45.06,Social UK spending on credit and debit cards,number,NSA
2020-06-29,2020-06-29,day,K02000001,United Kingdom,48.01,Social UK spending on credit and debit cards,number,NSA
2020-06-30,2020-06-30,day,K02000001,United Kingdom,49.22,Social UK spending on credit and debit cards,number,NSA
2020-07-01,2020-07-01,day,K02000001,United Kingdom,50.24,Social UK spending on credit and debit cards,number,NSA
2020-07-02,2020-07-02,day,K02000001,United Kingdom,51.68,Social UK spending on credit and debit cards,number,NSA
2020-07-03,2020-07-03,day,K02000001,United Kingdom,47.69,Social UK spending on credit and debit cards,number,NSA
2020-07-06,2020-07-06,day,K02000001,United Kingdom,48.99,Social UK spending on credit and debit cards,number,NSA
2020-07-07,2020-07-07,day,K02000001,United Kingdom,49.48,Social UK spending on credit and debit cards,number,NSA
2020-07-08,2020-07-08,day,K02000001,United Kingdom,50.00,Social UK spending on credit and debit cards,number,NSA
2020-07-09,2020-07-09,day,K02000001,United Kingdom,52.63,Social UK spending on credit and debit cards,number,NSA
2020-07-10,2020-07-10,day,K02000001,United Kingdom,53.40,Social UK spending on credit and debit cards,number,NSA
2020-07-13,2020-07-13,day,K02000001,United Kingdom,55.08,Social UK spending on credit and debit cards,number,NSA
2020-07-14,2020-07-14,day,K02000001,United Kingdom,55.07,Social UK spending on credit and debit cards,number,NSA
2020-07-15,2020-07-15,day,K02000001,United Kingdom,55.28,Social UK spending on credit and debit cards,number,NSA
2020-07-16,2020-07-16,day,K02000001,United Kingdom,55.11,Social UK spending on credit and debit cards,number,NSA
2020-07-17,2020-07-17,day,K02000001,United Kingdom,56.08,Social UK spending on credit and debit cards,number,NSA
2020-07-20,2020-07-20,day,K02000001,United Kingdom,54.82,Social UK spending on credit and debit cards,number,NSA
2020-07-21,2020-07-21,day,K02000001,United Kingdom,53.56,Social UK spending on credit and debit cards,number,NSA
2020-07-22,2020-07-22,day,K02000001,United Kingdom,51.26,Social UK spending on credit and debit cards,number,NSA
2020-07-23,2020-07-23,day,K02000001,United Kingdom,48.59,Social UK spending on credit and debit cards,number,NSA
2020-07-24,2020-07-24,day,K02000001,United Kingdom,50.14,Social UK spending on credit and debit cards,number,NSA
2020-07-27,2020-07-27,day,K02000001,United Kingdom,51.24,Social UK spending on credit and debit cards,number,NSA
2020-07-28,2020-07-28,day,K02000001,United Kingdom,52.34,Social UK spending on credit and debit cards,number,NSA
2020-07-29,2020-07-29,day,K02000001,United Kingdom,54.96,Social UK spending on credit and debit cards,number,NSA
2020-07-30,2020-07-30,day,K02000001,United Kingdom,58.43,Social UK spending on credit and debit cards,number,NSA
2020-07-31,2020-07-31,day,K02000001,United Kingdom,58.15,Social UK spending on credit and debit cards,number,NSA
2020-08-03,2020-08-03,day,K02000001,United Kingdom,58.78,Social UK spending on credit and debit cards,number,NSA
2020-08-04,2020-08-04,day,K02000001,United Kingdom,59.14,Social UK spending on credit and debit cards,number,NSA
2020-08-05,2020-08-05,day,K02000001,United Kingdom,59.62,Social UK spending on credit and debit cards,number,NSA
2020-08-06,2020-08-06,day,K02000001,United Kingdom,59.76,Social UK spending on credit and debit cards,number,NSA
2020-08-07,2020-08-07,day,K02000001,United Kingdom,59.74,Social UK spending on credit and debit cards,number,NSA
2020-08-10,2020-08-10,day,K02000001,United Kingdom,58.74,Social UK spending on credit and debit cards,number,NSA
2020-08-11,2020-08-11,day,K02000001,United Kingdom,59.10,Social UK spending on credit and debit cards,number,NSA
2020-08-12,2020-08-12,day,K02000001,United Kingdom,59.31,Social UK spending on credit and debit cards,number,NSA
2020-08-13,2020-08-13,day,K02000001,United Kingdom,59.29,Social UK spending on credit and debit cards,number,NSA
2020-08-14,2020-08-14,day,K02000001,United Kingdom,59.56,Social UK spending on credit and debit cards,number,NSA
2020-08-17,2020-08-17,day,K02000001,United Kingdom,60.27,Social UK spending on credit and debit cards,number,NSA
2020-08-18,2020-08-18,day,K02000001,United Kingdom,60.34,Social UK spending on credit and debit cards,number,NSA
2020-08-19,2020-08-19,day,K02000001,United Kingdom,60.35,Social UK spending on credit and debit cards,number,NSA
2020-08-20,2020-08-20,day,K02000001,United Kingdom,61.09,Social UK spending on credit and debit cards,number,NSA
2020-08-21,2020-08-21,day,K02000001,United Kingdom,60.12,Social UK spending on credit and debit cards,number,NSA
2020-08-24,2020-08-24,day,K02000001,United Kingdom,62.38,Social UK spending on credit and debit cards,number,NSA
2020-08-25,2020-08-25,day,K02000001,United Kingdom,62.33,Social UK spending on credit and debit cards,number,NSA
2020-08-26,2020-08-26,day,K02000001,United Kingdom,60.05,Social UK spending on credit and debit cards,number,NSA
2020-08-27,2020-08-27,day,K02000001,United Kingdom,61.70,Social UK spending on credit and debit cards,number,NSA
2020-08-28,2020-08-28,day,K02000001,United Kingdom,63.45,Social UK spending on credit and debit cards,number,NSA
2020-09-01,2020-09-01,day,K02000001,United Kingdom,67.79,Social UK spending on credit and debit cards,number,NSA
2020-09-02,2020-09-02,day,K02000001,United Kingdom,70.40,Social UK spending on credit and debit cards,number,NSA
2020-09-03,2020-09-03,day,K02000001,United Kingdom,69.01,Social UK spending on credit and debit cards,number,NSA
2020-09-04,2020-09-04,day,K02000001,United Kingdom,68.67,Social UK spending on credit and debit cards,number,NSA
2020-09-07,2020-09-07,day,K02000001,United Kingdom,70.24,Social UK spending on credit and debit cards,number,NSA
2020-09-08,2020-09-08,day,K02000001,United Kingdom,65.53,Social UK spending on credit and debit cards,number,NSA
2020-09-09,2020-09-09,day,K02000001,United Kingdom,65.60,Social UK spending on credit and debit cards,number,NSA
2020-09-10,2020-09-10,day,K02000001,United Kingdom,65.24,Social UK spending on credit and debit cards,number,NSA
2020-09-11,2020-09-11,day,K02000001,United Kingdom,64.83,Social UK spending on credit and debit cards,number,NSA
2020-09-14,2020-09-14,day,K02000001,United Kingdom,64.58,Social UK spending on credit and debit cards,number,NSA
2020-09-15,2020-09-15,day,K02000001,United Kingdom,64.15,Social UK spending on credit and debit cards,number,NSA
2020-09-16,2020-09-16,day,K02000001,United Kingdom,64.10,Social UK spending on credit and debit cards,number,NSA
2020-09-17,2020-09-17,day,K02000001,United Kingdom,64.70,Social UK spending on credit and debit cards,number,NSA
2020-09-18,2020-09-18,day,K02000001,United Kingdom,62.35,Social UK spending on credit and debit cards,number,NSA
2020-09-21,2020-09-21,day,K02000001,United Kingdom,64.37,Social UK spending on credit and debit cards,number,NSA
2020-09-22,2020-09-22,day,K02000001,United Kingdom,63.87,Social UK spending on credit and debit cards,number,NSA
2020-09-23,2020-09-23,day,K02000001,United Kingdom,63.25,Social UK spending on credit and debit cards,number,NSA
2020-09-24,2020-09-24,day,K02000001,United Kingdom,62.00,Social UK spending on credit and debit cards,number,NSA
2020-09-25,2020-09-25,day,K02000001,United Kingdom,63.80,Social UK spending on credit and debit cards,number,NSA
2020-09-28,2020-09-28,day,K02000001,United Kingdom,61.91,Social UK spending on credit and debit cards,number,NSA
2020-09-29,2020-09-29,day,K02000001,United Kingdom,61.88,Social UK spending on credit and debit cards,number,NSA
2020-09-30,2020-09-30,day,K02000001,United Kingdom,62.03,Social UK spending on credit and debit cards,number,NSA
2020-10-01,2020-10-01,day,K02000001,United Kingdom,62.57,Social UK spending on credit and debit cards,number,NSA
2020-10-02,2020-10-02,day,K02000001,United Kingdom,62.86,Social UK spending on credit and debit cards,number,NSA
2020-10-05,2020-10-05,day,K02000001,United Kingdom,63.53,Social UK spending on credit and debit cards,number,NSA
2020-10-06,2020-10-06,day,K02000001,United Kingdom,63.75,Social UK spending on credit and debit cards,number,NSA
2020-10-07,2020-10-07,day,K02000001,United Kingdom,63.51,Social UK spending on credit and debit cards,number,NSA
2020-10-08,2020-10-08,day,K02000001,United Kingdom,62.86,Social UK spending on credit and debit cards,number,NSA
2020-10-09,2020-10-09,day,K02000001,United Kingdom,59.19,Social UK spending on credit and debit cards,number,NSA
2020-10-12,2020-10-12,day,K02000001,United Kingdom,60.67,Social UK spending on credit and debit cards,number,NSA
2020-10-13,2020-10-13,day,K02000001,United Kingdom,60.16,Social UK spending on credit and debit cards,number,NSA
2020-10-14,2020-10-14,day,K02000001,United Kingdom,60.04,Social UK spending on credit and debit cards,number,NSA
2020-10-15,2020-10-15,day,K02000001,United Kingdom,59.75,Social UK spending on credit and debit cards,number,NSA
2020-10-16,2020-10-16,day,K02000001,United Kingdom,63.04,Social UK spending on credit and debit cards,number,NSA
2020-10-19,2020-10-19,day,K02000001,United Kingdom,59.50,Social UK spending on credit and debit cards,number,NSA
2020-10-20,2020-10-20,day,K02000001,United Kingdom,59.51,Social UK spending on credit and debit cards,number,NSA
2020-10-21,2020-10-21,day,K02000001,United Kingdom,59.48,Social UK spending on credit and debit cards,number,NSA
2020-10-22,2020-10-22,day,K02000001,United Kingdom,59.71,Social UK spending on credit and debit cards,number,NSA
2020-10-23,2020-10-23,day,K02000001,United Kingdom,59.72,Social UK spending on credit and debit cards,number,NSA
2020-10-26,2020-10-26,day,K02000001,United Kingdom,60.33,Social UK spending on credit and debit cards,number,NSA
2020-10-27,2020-10-27,day,K02000001,United Kingdom,60.89,Social UK spending on credit and debit cards,number,NSA
